INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222010740,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-02-14 08:34:00,2022,2,Monday,8,,BRUCE ST,0,0,"(0, 0)"
222010738,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D14,791,0,2022-02-14 07:37:00,2022,2,Monday,7,,COMMONWEALTH AVE,0,0,"(0, 0)"
222010737,3410,,TOWED MOTOR VEHICLE,A7, ,0,2022-02-14 07:20:00,2022,2,Monday,7,,LEXINGTON ST,0,0,"(0, 0)"
222010736,801,,ASSAULT - SIMPLE,A1, ,0,2022-02-14 07:39:00,2022,2,Monday,7,,FANEUIL HALL MARKET PL,0,0,"(0, 0)"
222010735,540,,BURGLARY - COMMERICAL,A1, ,0,2022-02-14 07:52:00,2022,2,Monday,7,,LONGFELLOW PL,0,0,"(0, 0)"
222010733,1102,,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2022-02-11 12:10:00,2022,2,Friday,12,,SUDBURY ST,0,0,"(0, 0)"
222010732,3801,,M/V ACCIDENT - OTHER,E18, ,0,2022-02-14 08:13:00,2022,2,Monday,8,,GORDON AVE,0,0,"(0, 0)"
222010731,1831,,SICK ASSIST,B2, ,0,2022-02-14 08:08:00,2022,2,Monday,8,,BROOKLINE AVE,0,0,"(0, 0)"
222010730,801,,ASSAULT - SIMPLE,E5,563,0,2022-02-14 07:35:00,2022,2,Monday,7,,BRADEEN ST,0,0,"(0, 0)"
222010729,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,320,0,2022-02-12 13:00:00,2022,2,Saturday,13,,"BLUE HILL AVE & WASHINGTON ST
DORCHESTER  MA 02121",0,0,"(0, 0)"
222010728,423,,ASSAULT - AGGRAVATED,E13, ,0,2022-02-14 06:40:00,2022,2,Monday,6,,FORBES ST,0,0,"(0, 0)"
222010726,3410,,TOWED MOTOR VEHICLE,B3,475,0,2022-02-14 06:27:00,2022,2,Monday,6,,CUMMINS HWY,0,0,"(0, 0)"
222010725,3001,,DEATH INVESTIGATION,C11, ,0,2022-02-14 06:31:00,2022,2,Monday,6,,MILL ST,0,0,"(0, 0)"
222010724,2905,,VAL - VIOLATION OF AUTO LAW,B3, ,0,2022-02-14 00:51:00,2022,2,Monday,0,,"BLUE HILL AVE & DEERING RD
BOSTON  MA 02126
UNITED",0,0,"(0, 0)"
222010723,540,,BURGLARY - COMMERICAL,A1, ,0,2022-02-14 06:17:00,2022,2,Monday,6,,LONGFELLOW PL,0,0,"(0, 0)"
222010722,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E13, ,0,2022-02-14 06:16:00,2022,2,Monday,6,,"CENTRE ST & GROVENOR RD
JAMAICA PLAIN  MA 02130
UN",0,0,"(0, 0)"
222010721,540,,BURGLARY - COMMERICAL,D4, ,0,2022-02-14 06:20:00,2022,2,Monday,6,,WASHINGTON ST,0,0,"(0, 0)"
222010720,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-14 05:31:00,2022,2,Monday,5,,SOUTHERN AVE,0,0,"(0, 0)"
222010719,3301,,VERBAL DISPUTE,C11, ,0,2022-02-14 05:29:00,2022,2,Monday,5,,CHASE ST,0,0,"(0, 0)"
222010717,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E13, ,0,2022-02-14 04:21:00,2022,2,Monday,4,,ROSSMORE RD,0,0,"(0, 0)"
222010716,540,,BURGLARY - COMMERICAL,D4, ,0,2022-02-14 04:30:00,2022,2,Monday,4,,WASHINGTON ST,0,0,"(0, 0)"
222010712,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,0,2022-02-14 00:24:00,2022,2,Monday,0,,AMERICAN LEGION HWY,0,0,"(0, 0)"
222010710,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-14 02:00:00,2022,2,Monday,2,,BLUE HILL AVE,0,0,"(0, 0)"
222010709,2907,,VAL - OPERATING AFTER REV/SUSP.,C11,435,0,2022-02-14 00:37:00,2022,2,Monday,0,,WASHINGTON ST,0,0,"(0, 0)"
222010707,3207,,PROPERTY - FOUND,A1, ,0,2022-02-14 02:00:00,2022,2,Monday,2,,SUDBURY ST,0,0,"(0, 0)"
222010706,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-02-13 23:04:00,2022,2,Sunday,23,,FENWOOD RD,0,0,"(0, 0)"
222010703,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E18, ,0,2022-02-14 01:58:00,2022,2,Monday,1,,GORDON AVE,0,0,"(0, 0)"
222010702,3115,,INVESTIGATE PERSON,C6, ,0,2022-02-14 00:55:00,2022,2,Monday,0,,COLUMBIA RD,0,0,"(0, 0)"
222010701,3115,,INVESTIGATE PERSON,A1, ,0,2022-02-14 01:34:00,2022,2,Monday,1,,BLOSSOM ST,0,0,"(0, 0)"
222010700,801,,ASSAULT - SIMPLE,C11, ,0,2022-02-14 01:10:00,2022,2,Monday,1,,ADAMS ST,0,0,"(0, 0)"
222010698,3410,,TOWED MOTOR VEHICLE,E13, ,0,2022-02-14 00:30:00,2022,2,Monday,0,,HEATH ST,0,0,"(0, 0)"
222010697,3114,,INVESTIGATE PROPERTY,E13, ,0,2022-02-14 00:30:00,2022,2,Monday,0,,BICKFORD ST,0,0,"(0, 0)"
222010696,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,0,2022-02-13 21:00:00,2022,2,Sunday,21,,DAY ST,0,0,"(0, 0)"
222010695,724,,AUTO THEFT,B3, ,0,2022-02-13 09:00:00,2022,2,Sunday,9,,BLUE HILL AVE,0,0,"(0, 0)"
222010694,617,,LARCENY THEFT FROM BUILDING,D14, ,0,2022-02-13 23:18:00,2022,2,Sunday,23,,HIGHGATE ST,0,0,"(0, 0)"
222010693,3114,,INVESTIGATE PROPERTY,D14, ,0,2022-02-13 23:14:00,2022,2,Sunday,23,,COMMONWEALTH AVE,0,0,"(0, 0)"
222010692,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2022-02-13 22:20:00,2022,2,Sunday,22,,ROWE ST,0,0,"(0, 0)"
222010691,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2022-02-13 23:27:00,2022,2,Sunday,23,,W COTTAGE ST,0,0,"(0, 0)"
222010689,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-02-13 11:16:00,2022,2,Sunday,11,,HOOPER ST,0,0,"(0, 0)"
222010688,3410,,TOWED MOTOR VEHICLE,E18, ,0,2022-02-13 22:36:00,2022,2,Sunday,22,,NAVARRE ST,0,0,"(0, 0)"
222010683,423,,ASSAULT - AGGRAVATED,B2, ,0,2022-02-13 22:27:00,2022,2,Sunday,22,,"QUINCY ST & MAYBURY ST
ROXBURY  MA 02119
UNITED ST",0,0,"(0, 0)"
222010682,3301,,VERBAL DISPUTE,A15,56,0,2022-02-13 22:24:00,2022,2,Sunday,22,,CONCORD ST,0,0,"(0, 0)"
222010681,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1, ,0,2022-02-13 22:12:00,2022,2,Sunday,22,,"CHESTNUT ST & DAVID G MUGAR WAY
BOSTON  MA 02108
U",0,0,"(0, 0)"
222010680,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1, ,0,2022-02-13 22:27:00,2022,2,Sunday,22,,HANOVER ST,0,0,"(0, 0)"
222010679,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2022-02-13 22:12:00,2022,2,Sunday,22,,GLENWAY ST,0,0,"(0, 0)"
222010677,724,,AUTO THEFT,D4,167,0,2022-02-13 20:00:00,2022,2,Sunday,20,,HARRISON AVE,0,0,"(0, 0)"
222010675,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-02-13 22:01:00,2022,2,Sunday,22,,BOWDOIN ST,0,0,"(0, 0)"
222010674,3801,,M/V ACCIDENT - OTHER,D14, ,0,2022-02-13 21:41:00,2022,2,Sunday,21,,"EMPIRE ST & LINCOLN ST
BRIGHTON  MA 02134
UNITED S",0,0,"(0, 0)"
222010673,3115,,INVESTIGATE PERSON,B2, ,0,2022-02-13 20:07:00,2022,2,Sunday,20,,GEORGIA ST,0,0,"(0, 0)"
222010672,3301,,VERBAL DISPUTE,C11, ,0,2022-02-13 21:25:00,2022,2,Sunday,21,,NORTON ST,0,0,"(0, 0)"
222010671,801,,ASSAULT - SIMPLE,A1, ,0,2022-02-13 20:58:00,2022,2,Sunday,20,,BOWKER ST,0,0,"(0, 0)"
222010670,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-02-13 21:16:00,2022,2,Sunday,21,,N BEACON ST,0,0,"(0, 0)"
222010669,1402,,VANDALISM,B2,320,0,2022-02-13 21:20:00,2022,2,Sunday,21,,GEORGIA ST,0,0,"(0, 0)"
222010665,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-02-13 20:27:00,2022,2,Sunday,20,,BELLEVUE ST,0,0,"(0, 0)"
222010664,613,,LARCENY SHOPLIFTING,E5, ,0,2022-02-13 16:21:00,2022,2,Sunday,16,,WASHINGTON ST,0,0,"(0, 0)"
222010663,3115,,INVESTIGATE PERSON,, ,0,2022-02-13 20:15:00,2022,2,Sunday,20,,ALBANY STREET,0,0,"(0, 0)"
222010662,3301,,VERBAL DISPUTE,A7, ,0,2022-02-13 20:17:00,2022,2,Sunday,20,,PRINCETON ST,0,0,"(0, 0)"
222010660,3115,,INVESTIGATE PERSON,E5, ,0,2022-02-13 19:40:00,2022,2,Sunday,19,,MARION ST,0,0,"(0, 0)"
222010658,3301,,VERBAL DISPUTE,C11, ,0,2022-02-13 18:03:00,2022,2,Sunday,18,,DAKOTA ST,0,0,"(0, 0)"
222010656,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-02-13 19:01:00,2022,2,Sunday,19,,W THIRD ST,0,0,"(0, 0)"
222010655,3410,,TOWED MOTOR VEHICLE,A15, ,0,2022-02-13 18:59:00,2022,2,Sunday,18,,BELMONT ST,0,0,"(0, 0)"
222010654,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-02-13 19:15:00,2022,2,Sunday,19,,"COMMONWEALTH AVE & SOUTH ST
BRIGHTON  MA 02135
UNI",0,0,"(0, 0)"
222010653,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-02-13 17:35:00,2022,2,Sunday,17,,E FIFTH ST,0,0,"(0, 0)"
222010652,3115,,INVESTIGATE PERSON,C11,355,0,2022-02-13 17:00:00,2022,2,Sunday,17,,GIBSON ST,0,0,"(0, 0)"
222010651,423,,ASSAULT - AGGRAVATED,D4, ,0,2022-02-13 18:36:00,2022,2,Sunday,18,,NEWBURY ST,0,0,"(0, 0)"
222010650,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2022-02-13 18:10:00,2022,2,Sunday,18,,WASHINGTON ST,0,0,"(0, 0)"
222010649,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-02-13 00:00:00,2022,2,Sunday,0,,"COLUMBIA RD & WASHINGTON ST
BOSTON  MA 02121
UNITE",0,0,"(0, 0)"
222010647,3301,,VERBAL DISPUTE,A7, ,0,2022-02-13 18:00:00,2022,2,Sunday,18,,FRANKFORT ST,0,0,"(0, 0)"
222010646,1831,,SICK ASSIST,B2,325,0,2022-02-13 16:58:00,2022,2,Sunday,16,,QUINCY ST,0,0,"(0, 0)"
222010645,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2, ,0,2022-02-13 17:49:00,2022,2,Sunday,17,,FRANCIS ST,0,0,"(0, 0)"
222010643,3007,,SUDDEN DEATH,E13, ,0,2022-02-13 15:15:00,2022,2,Sunday,15,,BOYNTON ST,0,0,"(0, 0)"
222010642,1402,,VANDALISM,D14, ,0,2022-02-13 17:32:00,2022,2,Sunday,17,,HICHBORN ST,0,0,"(0, 0)"
222010641,2647,,THREATS TO DO BODILY HARM,C11,355,0,2022-02-11 15:45:00,2022,2,Friday,15,,GIBSON ST,0,0,"(0, 0)"
222010640,801,,ASSAULT - SIMPLE,E18, ,0,2022-02-13 17:10:00,2022,2,Sunday,17,,AMERICAN LEGION HWY,0,0,"(0, 0)"
222010639,3115,,INVESTIGATE PERSON,E13, ,0,2022-02-13 16:29:00,2022,2,Sunday,16,,ENNIS RD,0,0,"(0, 0)"
222010638,801,,ASSAULT - SIMPLE,C6,200,0,2022-02-11 22:35:00,2022,2,Friday,22,,W BROADWAY,0,0,"(0, 0)"
222010636,613,,LARCENY SHOPLIFTING,D4,146,0,2022-02-13 16:31:00,2022,2,Sunday,16,,COPLEY PL,0,0,"(0, 0)"
222010635,3115,,INVESTIGATE PERSON,C6, ,0,2022-02-13 16:55:00,2022,2,Sunday,16,,DISTRICT AVE,0,0,"(0, 0)"
222010634,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2022-02-13 17:10:00,2022,2,Sunday,17,,WASHINGTON ST,0,0,"(0, 0)"
222010633,613,,LARCENY SHOPLIFTING,A1, ,0,2022-02-13 15:15:00,2022,2,Sunday,15,,WASHINGTON ST,0,0,"(0, 0)"
222010632,1402,,VANDALISM,E13, ,0,2022-02-13 16:39:00,2022,2,Sunday,16,,CENTRE ST,0,0,"(0, 0)"
222010631,3207,,PROPERTY - FOUND,D4, ,0,2022-02-13 16:45:00,2022,2,Sunday,16,,"NEWBURY ST & DARTMOUTH ST
BOSTON  MA 02116
UNITED ",0,0,"(0, 0)"
222010630,1402,,VANDALISM,E5, ,0,2022-02-13 14:14:00,2022,2,Sunday,14,,BEECHLAND CIR,0,0,"(0, 0)"
222010629,3007,,SUDDEN DEATH,C6, ,0,2022-02-13 16:23:00,2022,2,Sunday,16,,DR. MICHAEL GAVIN WAY,0,0,"(0, 0)"
222010627,3410,,TOWED MOTOR VEHICLE,C11,367,0,2022-02-13 16:32:00,2022,2,Sunday,16,,KING ST,0,0,"(0, 0)"
222010623,619,,LARCENY ALL OTHERS,A1,75,0,2022-02-11 23:00:00,2022,2,Friday,23,,PORTLAND ST,0,0,"(0, 0)"
222010621,3001,,DEATH INVESTIGATION,B3, ,0,2022-02-13 17:53:00,2022,2,Sunday,17,,DEERING RD,0,0,"(0, 0)"
222010619,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2022-02-13 15:42:00,2022,2,Sunday,15,,WASHINGTON ST,0,0,"(0, 0)"
222010618,520,,BURGLARY - RESIDENTIAL,D4, ,0,2022-02-13 15:21:00,2022,2,Sunday,15,,NORTHAMPTON ST,0,0,"(0, 0)"
222010617,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,E13, ,0,2022-02-13 15:16:00,2022,2,Sunday,15,,COLUMBUS AVE,0,0,"(0, 0)"
222010613,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-13 14:20:00,2022,2,Sunday,14,,TALBOT AVE,0,0,"(0, 0)"
222010611,3114,,INVESTIGATE PROPERTY,D4, ,0,2022-02-13 14:11:00,2022,2,Sunday,14,,BEACON ST,0,0,"(0, 0)"
222010610,423,,ASSAULT - AGGRAVATED,E18, ,1,2022-02-13 14:13:00,2022,2,Sunday,14,,CHITTICK RD,0,0,"(0, 0)"
222010608,3410,,TOWED MOTOR VEHICLE,C6, ,0,2022-02-13 13:16:00,2022,2,Sunday,13,,G ST,0,0,"(0, 0)"
222010607,617,,LARCENY THEFT FROM BUILDING,A1,77,0,2022-02-12 17:30:00,2022,2,Saturday,17,,SUDBURY ST,0,0,"(0, 0)"
222010606,423,,ASSAULT - AGGRAVATED,E5, ,0,2022-02-13 11:10:00,2022,2,Sunday,11,,WINTON ST,0,0,"(0, 0)"
222010605,3007,,SUDDEN DEATH,A15, ,0,2022-02-13 13:48:00,2022,2,Sunday,13,,MONUMENT ST,0,0,"(0, 0)"
222010603,1831,,SICK ASSIST,B2, ,0,2022-02-13 13:42:00,2022,2,Sunday,13,,BLUE HILL AVE,0,0,"(0, 0)"
222010602,3018,,SICK/INJURED/MEDICAL - POLICE,C6, ,0,2022-02-10 21:56:00,2022,2,Thursday,21,,SUMMER ST,0,0,"(0, 0)"
222010601,3115,,INVESTIGATE PERSON,C6, ,0,2022-02-13 14:10:00,2022,2,Sunday,14,,W BROADWAY,0,0,"(0, 0)"
222010600,613,,LARCENY SHOPLIFTING,E13, ,0,2022-02-13 13:43:00,2022,2,Sunday,13,,COLUMBUS AVE,0,0,"(0, 0)"
222010599,3006,,SICK/INJURED/MEDICAL - PERSON,B2, ,0,2022-02-13 13:42:00,2022,2,Sunday,13,,BLUE HILL AVE,0,0,"(0, 0)"
222010598,1102,,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,2022-02-12 14:00:00,2022,2,Saturday,14,,HYDE PARK AVE,0,0,"(0, 0)"
222010597,613,,LARCENY SHOPLIFTING,D4, ,0,2022-02-13 13:21:00,2022,2,Sunday,13,,NEWBURY ST,0,0,"(0, 0)"
222010596,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1,77,0,2022-02-12 01:00:00,2022,2,Saturday,1,,SUDBURY STREET,0,0,"(0, 0)"
222010592,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3, ,0,2022-02-13 12:09:00,2022,2,Sunday,12,,RIVER ST,0,0,"(0, 0)"
222010591,423,,ASSAULT - AGGRAVATED,E5,664,0,2022-02-13 12:18:00,2022,2,Sunday,12,,WASHINGTON ST,0,0,"(0, 0)"
222010590,1831,,SICK ASSIST,E13, ,0,2022-02-13 12:56:00,2022,2,Sunday,12,,"GLEN RD & WASHINGTON ST
JAMAICA PLAIN  MA 02130
UN",0,0,"(0, 0)"
222010589,3201,,PROPERTY - LOST/ MISSING,C11, ,0,2022-02-12 14:50:00,2022,2,Saturday,14,,GIBSON ST,0,0,"(0, 0)"
222010588,3502,,MISSING PERSON - LOCATED,B3,439,0,2022-02-13 11:56:00,2022,2,Sunday,11,,AMES ST,0,0,"(0, 0)"
222010585,3410,,TOWED MOTOR VEHICLE,D4,151,0,2022-02-13 12:00:00,2022,2,Sunday,12,,LAWRENCE ST,0,0,"(0, 0)"
222010584,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-02-13 12:29:00,2022,2,Sunday,12,,WASHINGTON ST,0,0,"(0, 0)"
222010583,3115,,INVESTIGATE PERSON,E18, ,0,2022-02-13 11:55:00,2022,2,Sunday,11,,METROPOLITAN AVE,0,0,"(0, 0)"
222010582,619,,LARCENY ALL OTHERS,A1,77,0,2022-02-12 01:45:00,2022,2,Saturday,1,,SUDBURY ST,0,0,"(0, 0)"
222010581,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-13 10:46:00,2022,2,Sunday,10,,MEROLA PARK,0,0,"(0, 0)"
222010580,2647,,THREATS TO DO BODILY HARM,C11, ,0,2022-02-13 11:43:00,2022,2,Sunday,11,,BAILEY ST,0,0,"(0, 0)"
222010579,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",E18,543,0,2022-02-08 13:00:00,2022,2,Tuesday,13,,CHILD ST,0,0,"(0, 0)"
222010578,3006,,SICK/INJURED/MEDICAL - PERSON,B2, ,0,2022-02-13 11:34:00,2022,2,Sunday,11,,VINE ST,0,0,"(0, 0)"
222010577,3001,,DEATH INVESTIGATION,C6, ,0,2022-02-13 11:44:00,2022,2,Sunday,11,,E FOURTH ST,0,0,"(0, 0)"
222010574,3006,,SICK/INJURED/MEDICAL - PERSON,D14, ,0,2022-02-13 10:46:00,2022,2,Sunday,10,,WESTERN AVE,0,0,"(0, 0)"
222010573,3801,,M/V ACCIDENT - OTHER,C11, ,0,2022-02-12 15:00:00,2022,2,Saturday,15,,SAVIN HILL AVE,0,0,"(0, 0)"
222010570,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-13 11:20:00,2022,2,Sunday,11,,BLUE HILL AVE,0,0,"(0, 0)"
222010569,3001,,DEATH INVESTIGATION,A7, ,0,2022-02-13 10:47:00,2022,2,Sunday,10,,SARATOGA ST,0,0,"(0, 0)"
222010568,3115,,INVESTIGATE PERSON,B2,320,0,2022-02-13 09:44:00,2022,2,Sunday,9,,MAPLE ST,0,0,"(0, 0)"
222010567,801,,ASSAULT - SIMPLE,C6, ,0,2022-02-13 12:15:00,2022,2,Sunday,12,,E SEVENTH ST,0,0,"(0, 0)"
222010566,3114,,INVESTIGATE PROPERTY,B2,265,0,2022-02-13 09:48:00,2022,2,Sunday,9,,BLUE HILL AVE,0,0,"(0, 0)"
222010563,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D14, ,0,2022-02-13 11:08:00,2022,2,Sunday,11,,BRAINERD RD,0,0,"(0, 0)"
222010561,3410,,TOWED MOTOR VEHICLE,D14, ,0,2022-02-13 10:34:00,2022,2,Sunday,10,,PORTSMOUTH ST,0,0,"(0, 0)"
222010560,3301,,VERBAL DISPUTE,E5, ,0,2022-02-13 08:25:00,2022,2,Sunday,8,,HERON ST,0,0,"(0, 0)"
222010558,3114,,INVESTIGATE PROPERTY,A1, ,0,2022-02-13 10:15:00,2022,2,Sunday,10,,LEGENDS WAY,0,0,"(0, 0)"
222010557,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,2022-02-13 08:55:00,2022,2,Sunday,8,,LEGENDS WAY,0,0,"(0, 0)"
222010556,613,,LARCENY SHOPLIFTING,D4, ,0,2022-02-13 09:45:00,2022,2,Sunday,9,,BOYLSTON ST,0,0,"(0, 0)"
222010555,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,355,0,2022-02-13 09:15:00,2022,2,Sunday,9,,GIBSON ST,0,0,"(0, 0)"
222010554,3410,,TOWED MOTOR VEHICLE,A15, ,0,2022-02-13 07:45:00,2022,2,Sunday,7,,"AVON PL & SULLIVAN ST
CHARLESTOWN  MA 02129
UNITED",0,0,"(0, 0)"
222010553,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,444,0,2022-02-13 09:00:00,2022,2,Sunday,9,,HARVARD ST,0,0,"(0, 0)"
222010552,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2022-02-11 15:30:00,2022,2,Friday,15,,WASHINGTON ST,0,0,"(0, 0)"
222010550,1831,,SICK ASSIST,B2,330,0,2022-02-13 07:23:00,2022,2,Sunday,7,,WASHINGTON ST,0,0,"(0, 0)"
222010548,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E5,691,0,2022-02-13 07:40:00,2022,2,Sunday,7,,CENTRE ST,0,0,"(0, 0)"
222010547,801,,ASSAULT - SIMPLE,B2, ,0,2022-02-13 07:06:00,2022,2,Sunday,7,,BARTLETT ST,0,0,"(0, 0)"
222010546,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18, ,0,2022-02-13 05:20:00,2022,2,Sunday,5,,PHILBRICK ST,0,0,"(0, 0)"
222010545,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2022-02-13 05:02:00,2022,2,Sunday,5,,COLUMBIA RD,0,0,"(0, 0)"
222010543,3108,,FIRE REPORT,E13, ,0,2022-02-13 04:22:00,2022,2,Sunday,4,,MARK ST,0,0,"(0, 0)"
222010541,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,0,2022-02-13 03:46:00,2022,2,Sunday,3,,"COLUMBIA ROAD & WYOLA PLACE
DORCHESTER  MA 02121
U",0,0,"(0, 0)"
222010540,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-02-13 04:39:00,2022,2,Sunday,4,,"W SPRINGFIELD ST & SHAWMUT AVE
BOSTON  MA 02118
UN",0,0,"(0, 0)"
222010538,801,,ASSAULT - SIMPLE,A1, ,0,2022-02-13 03:45:00,2022,2,Sunday,3,,STUART ST,0,0,"(0, 0)"
222010537,3115,,INVESTIGATE PERSON,A1,77,0,2022-02-13 01:58:00,2022,2,Sunday,1,,NEW SUDBURY ST,0,0,"(0, 0)"
222010536,1831,,SICK ASSIST,E18, ,0,2022-02-13 03:31:00,2022,2,Sunday,3,,KNIGHT ST,0,0,"(0, 0)"
222010535,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2022-02-13 03:14:00,2022,2,Sunday,3,,"WASHINGTON ST & BEACH ST
BOSTON  MA 02116
UNITED S",0,0,"(0, 0)"
222010534,801,,ASSAULT - SIMPLE,D14, ,0,2022-02-13 03:36:00,2022,2,Sunday,3,,EGREMONT RD,0,0,"(0, 0)"
222010532,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-02-13 02:25:00,2022,2,Sunday,2,,BLUE HILL AVE,0,0,"(0, 0)"
222010531,3301,,VERBAL DISPUTE,B3,458,0,2022-02-13 03:41:00,2022,2,Sunday,3,,MICHIGAN AVE,0,0,"(0, 0)"
222010528,3006,,SICK/INJURED/MEDICAL - PERSON,C11, ,0,2022-02-13 03:24:00,2022,2,Sunday,3,,WESTVILLE TER,0,0,"(0, 0)"
222010527,3114,,INVESTIGATE PROPERTY,D4, ,0,2022-02-13 01:42:00,2022,2,Sunday,1,,HUNTINGTON AVE,0,0,"(0, 0)"
222010524,3006,,SICK/INJURED/MEDICAL - PERSON,B2, ,0,2022-02-13 03:11:00,2022,2,Sunday,3,,TREMONT ST,0,0,"(0, 0)"
222010522,3114,,INVESTIGATE PROPERTY,C6,178,1,2022-02-13 02:21:00,2022,2,Sunday,2,,GERARD ST,0,0,"(0, 0)"
222010519,801,,ASSAULT - SIMPLE,A1,77,0,2022-02-13 02:54:00,2022,2,Sunday,2,,SUDBURY ST,0,0,"(0, 0)"
222010518,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2022-02-13 02:00:00,2022,2,Sunday,2,,GIBSON ST,0,0,"(0, 0)"
222010516,3502,,MISSING PERSON - LOCATED,A1, ,0,2022-02-13 01:56:00,2022,2,Sunday,1,,BOYLSTON ST,0,0,"(0, 0)"
222010515,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2022-02-13 01:52:00,2022,2,Sunday,1,,AMERICAN LEGION HWY,0,0,"(0, 0)"
222010514,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,E13, ,0,2022-02-13 01:46:00,2022,2,Sunday,1,,CENTRE ST,0,0,"(0, 0)"
222010513,3115,,INVESTIGATE PERSON,B2, ,0,2022-02-13 01:58:00,2022,2,Sunday,1,,RIVERWAY,0,0,"(0, 0)"
222010508,3801,,M/V ACCIDENT - OTHER,B2, ,0,2022-02-13 01:09:00,2022,2,Sunday,1,,"RUGGLES ST & HUNTINGTON AVE
ROXBURY  MA 02115
UNIT",0,0,"(0, 0)"
222010507,520,,BURGLARY - RESIDENTIAL,D14, ,0,2022-02-12 19:00:00,2022,2,Saturday,19,,KIRKWOOD RD,0,0,"(0, 0)"
222010505,3304,,NOISY PARTY/RADIO-NO ARREST,B2, ,0,2022-02-13 01:30:00,2022,2,Sunday,1,,CALUMET ST,0,0,"(0, 0)"
222010503,3301,,VERBAL DISPUTE,B2, ,0,2022-02-13 01:21:00,2022,2,Sunday,1,,COLUMBIA RD,0,0,"(0, 0)"
222010500,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2022-02-13 00:59:00,2022,2,Sunday,0,,"DUDLEY ST & HAMPDEN ST
ROXBURY  MA 02119
UNITED ST",0,0,"(0, 0)"
